area_type,availability,location,size,society,total_sqft,bath,balcony,price
2,1,Thanisandra,3,2323,1140,2.0,1.0,59.0
2,1,Hosakerehalli,5,99,2376,3.0,1.0,240.0
2,0,Thanisandra,2,1180,663,1.0,1.0,46.0
2,1,Kanakpura Road,5,1483,1450,3.0,3.0,60.9
3,1,Malleshwaram,5,90,2200,3.0,2.0,275.0
3,1,Green Glen Layout,5,933,1740,3.0,3.0,80.0
2,1,Sarjapur  Road,5,2088,1525,2.0,3.0,63.0
2,0,Hebbal,7,278,2470,5.0,2.0,192.0
2,1,Hormavu,3,1411,1250,2.0,2.0,65.0
2,1,Kothanur,3,1184,1400,2.0,1.0,70.0
2,1,Ittamadu,5,811,1600,3.0,2.0,100.0
3,1,Electronic City,3,1763,1060,2.0,1.0,55.0
2,0,Kanakpura Road,3,574,1296,2.0,2.0,105.0
2,1,Karuna Nagar,5,775,1945,3.0,3.0,115.0
2,1,3rd Block Koramangala,5,125,2100,3.0,1.0,270.0
2,1,2nd Phase JP Nagar,3,2234,850,2.0,1.0,42.5
2,1,Subramanyapura,5,1028,1880,3.0,2.0,110.0
2,1,Kenchenahalli,3,1495,1060,2.0,2.0,52.0
2,1,Hennur Road,5,450,2041,3.0,3.0,138.0
2,1,LB Shastri Nagar,3,1127,1184,2.0,1.0,62.0
2,0,Thanisandra,5,1180,1411,3.0,2.0,100.0
2,1,Thanisandra,5,398,1702,3.0,2.0,120.0
2,1,Yelahanka,3,1054,1185,2.0,2.0,45.0
2,0,Kanakpura Road,5,2062,1300,3.0,1.0,64.0
2,1,Lavakusha Nagar,5,1357,1545,3.0,2.0,65.0
2,1,6th Phase JP Nagar,5,424,1515,2.0,2.0,135.0
2,1,Jigani,5,1768,1300,3.0,3.0,55.0
2,1,Old Madras Road,5,724,1720,3.0,2.0,106.0
2,1,Kuvempu Nagar,5,321,1540,3.0,2.0,150.0
2,0,Electronic City,2,749,710,1.0,1.0,40.42
2,1,Thanisandra,3,2323,1100,2.0,1.0,38.0
3,1,Sri Balaji Krupa Layout,8,127,3200,4.0,0.0,270.0
3,1,Bannerghatta Road,3,2005,1250,2.0,0.0,48.0
2,1,Hegde Nagar,5,560,1584.01,3.0,1.0,104.0
2,1,Kaggadasapura,5,1872,1485,2.0,2.0,70.0
3,1,Hennur Road,5,817,1100,2.0,1.0,78.0
3,0,Hennur Road,8,306,1880,4.0,0.0,154.0
2,0,Bannerghatta Road,5,821,1640,3.0,2.0,105.0
2,1,Basavanapura,3,1314,1165,2.0,1.0,65.0
3,1,Kengeri Satellite Town,3,2225,1110,2.0,1.0,43.0
3,1,St. John's Road,7,16,4000,4.0,2.0,630.0
2,1,Haralur Road,3,787,1300,2.0,2.0,75.0
2,0,Hennur Road,3,882,1232,2.0,1.0,69.61
2,1,Sarjapur  Road,5,1275,1222,2.0,1.0,68.0
2,1,Varthur,3,2241,1155,2.0,2.0,39.0
2,1,Horamavu Banaswadi,3,2157,1200,2.0,1.0,45.0
2,0,Yelahanka,5,1472,1517,3.0,2.0,71.28
3,1,Electronic City,3,2579,870,2.0,2.0,24.0
2,1,Whitefield,5,1639,1345,3.0,1.0,58.0
2,1,EPIP Zone,7,257,3800,5.0,2.0,170.0
2,1,Hennur,3,1686,1255,2.0,1.0,52.32
3,1,EPIP Zone,3,1347,1810,2.0,2.0,65.0
2,1,Thanisandra,3,2063,1185,2.0,2.0,45.0
2,1,Pattandur Agrahara,3,1757,1350,2.0,3.0,68.0
2,0,Budigere,5,1963,1510 - 1670,3.0,0.0,76.16
3,1,Kengeri Satellite Town,3,1934,1170,2.0,3.0,50.0
3,1,Sarjapur  Road,7,308,3420,4.0,2.0,225.0
3,1,Hulimavu,5,1456,1320,2.0,2.0,65.0
2,0,Bhoganhalli,5,784,1610,3.0,2.0,84.53
2,1,Frazer Town,5,229,1870,3.0,3.0,180.0
2,1,Sarjapur  Road,5,528,1510,2.0,1.0,110.0
2,1,Mahadevpura,5,1487,1500,2.0,1.0,70.0
2,1,Indira Nagar,3,419,1149,2.0,1.0,130.0
3,1,Thanisandra,7,892,1948,4.0,2.0,129.0
2,1,Sarjapur  Road,3,1182,1242,2.0,1.0,78.0
2,1,Sonnenahalli,3,1597,1268,2.0,1.0,58.0
2,1,Ramamurthy Nagar,3,1911,1101,2.0,1.0,50.0
2,1,Kallumantapa,3,1373,1255,2.0,3.0,65.0
2,1,Gunjur,5,1442,1362,3.0,1.0,62.63
2,1,Sarjapur  Road,5,370,984,3.0,2.0,140.0
2,0,Hosa Road,3,2478,1089,2.0,1.0,32.67
2,1,Uttarahalli,5,1797,1345,2.0,1.0,57.0
2,1,Kaggalipura,3,1877,950,2.0,1.0,45.0
2,1,HBR Layout,3,2223,1068,2.0,1.0,43.0
3,1,Yelahanka New Town,3,2410,860,1.0,2.0,31.0
2,1,Yelahanka,5,1798,1756,3.0,2.0,66.73
2,1,Whitefield,3,2290,1205,2.0,1.0,41.0
2,1,Banashankari,5,591,1800,3.0,2.0,125.0
3,1,Hormavu,5,1276,1604,3.0,0.0,68.0
2,0,Old Airport Road,7,214,2732,4.0,3.0,204.0
2,0,Chandapura,3,2556,1015,2.0,2.0,25.88
2,1,Yelahanka,3,2462,1050,2.0,2.0,33.1
2,0,Mysore Road,5,723,1248.52,3.0,2.0,115.0
2,0,Bannerghatta Road,5,1896,1656,2.0,1.0,62.93
2,1,Naganathapura,5,1476,1451,3.0,1.0,68.0
2,1,JP Nagar,3,490,1250,2.0,2.0,93.0
1,1,Meenakunte,6,137,4395,3.0,3.0,240.0
2,1,Hebbal,7,26,4600,6.0,2.0,650.0
3,1,Sonnenahalli,5,2265,1340,2.0,3.0,42.0
2,1,Abbaiah Reddy Layout,3,2344,1100,2.0,2.0,38.5
2,1, Devarachikkanahalli,5,1168,1700,3.0,1.0,71.0
2,1,KR Puram,3,2272,1096,2.0,1.0,43.0
2,0,Electronic City Phase II,3,2453,1160,2.0,1.0,33.5
2,1,Nehru Nagar,5,730,1269,2.0,2.0,63.0
2,0,Panathur,5,725,1586,3.0,1.0,125.0
2,0,Rajaji Nagar,3,300,1376,2.0,1.0,124.0
2,1,Kanakpura Road,5,1483,1452,3.0,3.0,56.5
2,0,Hosa Road,5,564,1538,3.0,1.0,107.0
2,0,Hosur Road,5,608,1427,2.0,1.0,130.0
3,1,Ashwath Nagar,3,1374,1220,2.0,3.0,65.0
2,1,Harlur,3,682,1197,2.0,1.0,77.0
3,0,Thanisandra,5,892,1573,3.0,1.0,90.0
2,1,Dodda Nekkundi,3,1618,1135,2.0,2.0,58.0
3,1,Avalahalli,5,349,2045,3.0,2.0,108.0
2,1,Sonnenahalli,3,1597,1268,2.0,1.0,56.0
2,1,Kambipura,3,2174,883,2.0,1.0,39.0
2,1,Yelahanka,5,740,1600,3.0,3.0,100.0
2,1,Thanisandra,3,892,1056,2.0,2.0,70.0
2,1,KR Puram,3,1614,1204,2.0,2.0,58.0
2,1,Tejaswini Nagar,5,1690,1410,2.0,1.0,54.0
3,1,Hennur Road,3,916,1460,2.0,1.0,80.3
2,1,Govindapura,3,803,1310,2.0,1.0,88.0
2,1,Sector 2 HSR Layout,5,890,1600,3.0,2.0,90.0
2,1,Sarjapur  Road,5,1182,1665,3.0,2.0,74.93
2,1,Uttarahalli,5,1797,1345,2.0,1.0,57.0
2,1,Singasandra,3,1306,1416,2.0,2.0,67.0
2,1,HSR Layout,3,2072,1145,2.0,2.0,46.0
3,1,Jigani,5,1768,1231,3.0,2.0,58.0
2,1,Yelahanka,5,1760,1664,3.0,0.0,73.95
3,1,Rajiv Nagar,3,1499,972,2.0,2.0,43.0
2,0,Balagere,3,1510,1007,2.0,1.0,68.0
2,1,Whitefield,3,893,1250,2.0,2.0,85.0
2,0,Horamavu Agara,3,2182,994,2.0,1.0,42.28
2,1,Thanisandra,3,2063,1220,2.0,2.0,46.0
2,1,Hennur Gardens,3,482,1441,2.0,1.0,115.0
2,0,Old Madras Road,3,1235,1157,2.0,2.0,47.32
2,1,Thigalarapalya,3,277,1400,2.0,2.0,105.0
2,1,Kadabagere,3,2586,675,2.0,2.0,13.5
2,1,Kanakpura Road,3,978,1430,2.0,2.0,78.0
2,1,Old Madras Road,5,188,2640,5.0,1.0,150.0
2,1,Bisuvanahalli,5,2270,1075,2.0,1.0,42.0
2,0,Hennur Road,5,883,1550 - 1590,3.0,0.0,75.99
3,0,Sonnenahalli,3,1597,1011,2.0,1.0,59.0
2,1,7th Phase JP Nagar,5,463,1450,2.0,1.0,102.0
2,1,Sarjapur  Road,3,748,1129,2.0,1.0,69.0
2,1,Sarjapura - Attibele Road,3,2435,1126,2.0,1.0,36.0
2,1,Sarjapur  Road,5,1968,1180,2.0,2.0,45.0
2,1,Hennur Road,5,266,1933,3.0,2.0,140.0
2,0,Anwar Layout,2,2512,610,1.0,0.0,28.0
2,1,Kathriguppe,5,918,1300,3.0,3.0,77.99
3,1,Dodda Nekkundi Extension,5,808,1864,3.0,2.0,120.0
2,1,Bellandur,3,1893,1200,2.0,1.0,62.0
3,1,GM Palaya,5,2074,1735,3.0,2.0,70.0
3,1,BTM 2nd Stage,5,156,1750,3.0,3.0,172.0
2,1,HSR Layout,3,1676,1009,2.0,2.0,56.0
2,1,Jalahalli,5,464,1470,2.0,3.0,102.0
3,1,Singapura Village,3,2355,985,2.0,1.0,45.0
2,0,Whitefield,3,281,1277,2.0,1.0,77.0
2,0,Nallurhalli,3,1454,1100,2.0,1.0,62.0
2,1,Whitefield,5,527,1820,3.0,2.0,140.0
2,1,Banashankari,5,165,1886,3.0,2.0,205.0
2,1,Jakkur,5,652,1880,4.0,2.0,110.0
2,1,Hennur,3,1686,1255,2.0,2.0,52.35
2,0,Kanakpura Road,3,2062,700,2.0,1.0,36.0
3,0,Electronic City Phase II,3,2453,1025,2.0,1.0,29.6
3,1,Whitefield,8,223,3453,4.0,2.0,247.0
2,1,Sarjapur  Road,5,128,1850,3.0,2.0,140.0
2,1,Kodihalli,7,67,3522,5.0,3.0,716.0
2,0,Jalahalli,3,1502,1244,2.0,2.0,88.0
2,0,Kengeri Satellite Town,3,2529,1025,2.0,1.0,28.57
2,1,Sarjapur  Road,3,2337,1034,2.0,1.0,38.0
2,0,Kengeri Satellite Town,5,2529,1191,2.0,2.0,33.34
2,1,Kasavanhalli,5,1161,1719,3.0,2.0,71.0
2,0,Hosa Road,5,901,1470,2.0,2.0,84.22
2,1,Harlur,5,430,1752.12,3.0,2.0,125.0
2,1,Old Madras Road,5,188,2990,3.0,2.0,170.0
2,1,Bannerghatta Road,5,962,1660,3.0,2.0,85.0
2,1,Electronic City,5,1606,1275,3.0,3.0,63.43
2,0,Banashankari Stage VI,5,1392,1392,3.0,1.0,69.46
2,0,Whitefield,3,281,1245,2.0,1.0,59.76
2,1,Yeshwanthpur,3,1116,1162,2.0,2.0,64.08
2,1,Singasandra,5,1398,1476,2.0,1.0,73.0
3,1,Jigani,3,1768,943,2.0,2.0,48.0
2,1,Sarjapur  Road,3,1841,1113,2.0,1.0,44.5
2,0,Varthur,5,1668,1615,3.0,2.0,69.43
2,1,Keshava Nagar,3,348,1279,2.0,3.0,100.0
3,1,Sompura,5,1965,1350,3.0,1.0,65.0
2,0,Rajaji Nagar,3,300,1357,2.0,1.0,123.0
2,0,Hebbal,5,278,1645,3.0,2.0,117.0
2,1,Ardendale,5,677,1777.26,3.0,2.0,92.0
2,1,Bisuvanahalli,3,2270,845,2.0,2.0,32.0
2,0,Varthur,3,1421,1210,2.0,1.0,64.15
2,1,Sarjapur  Road,5,128,1879,3.0,2.0,155.0
2,0,Hosur Road,5,2411,1250,2.0,2.0,50.0
2,0,Marathahalli,5,1905,1108,2.0,1.0,60.0
2,0,Sarjapur  Road,5,1667,1157,2.0,1.0,75.0
3,1,Ramamurthy Nagar Extension,3,2109,1185,2.0,1.0,42.66
2,1,Green Glen Layout,5,469,1751,3.0,2.0,115.0
2,1,Bannerghatta Road,5,962,1880,3.0,2.0,96.5
2,0,Whitefield,5,2197,1235 - 1410,3.0,0.0,40.985
3,1,Jalahalli,3,593,1407,2.0,1.0,98.49
2,1,Yelachenahalli,3,1917,1000,2.0,2.0,50.0
2,1,Electronic City,5,1166,1518,3.0,3.0,75.0
2,0,Tumkur Road,3,1016,1027,2.0,1.0,67.0
2,1,Dairy Circle,7,77,3730,6.0,2.0,430.0
3,1,HSR Layout,3,2072,1145,2.0,2.0,46.0
2,0,Rajaji Nagar,3,300,1260,2.0,2.0,113.0
2,1,Begur Road,5,2049,1500,2.0,3.0,47.25
2,1,Varthur,5,2061,1737,2.0,1.0,57.32
3,1,Hegde Nagar,5,560,1500,3.0,2.0,135.0
2,0,Hennur Road,3,2015,1030,2.0,1.0,46.5
2,1,Kammasandra,3,2427,1057,2.0,1.0,35.0
2,0,Old Airport Road,7,214,2774,4.0,3.0,208.0
2,1,Thanisandra,3,2323,1460,2.0,2.0,38.5
2,1,Hormavu,3,1598,1075,2.0,1.0,53.7
2,0,Kodihalli,7,10,3626,5.0,3.0,788.0
2,1,Singasandra,3,2170,1139.7,2.0,1.0,45.0
2,0,Whitefield,3,2211,1074,2.0,1.0,42.8
2,1,Sarjapur  Road,7,250,2425,5.0,1.0,175.0
2,1,Sarjapur  Road,3,744,1323,2.0,2.0,74.0
2,0,Hennur Road,3,882,1232,2.0,1.0,69.61
2,1,Kalena Agrahara,3,2230,900,2.0,1.0,40.0
2,1,Sarjapura - Attibele Road,2,2435,740,1.0,1.0,23.65
2,0,Hebbal,5,483,1920,3.0,2.0,134.0
2,1,Bannerghatta Road,5,962,1550,3.0,2.0,96.0
2,1,Gunjur,5,1175,1588,2.0,3.0,90.0
2,1,Hennur,5,2108,1340,2.0,2.0,54.27
2,1,Thanisandra,5,398,1719,3.0,2.0,135.0
2,1,Horamavu Agara,3,2245,1107.83,2.0,1.0,41.51
2,0,Jakkur,5,652,1660,3.0,2.0,104.0
2,1,Nagavara,3,609,1247,2.0,1.0,58.56
2,0,Thanisandra,5,892,1595,3.0,2.0,96.0
2,1,Kaggadasapura,3,1918,1175,2.0,2.0,50.0
2,1,Old Airport Road,3,986,1184,2.0,1.0,78.0
2,1,Byrasandra,3,1416,1100,2.0,2.0,55.0
3,1,Yelahanka,3,721,1200,2.0,2.0,60.0
3,1,Uttarahalli,3,1845,1000,2.0,0.0,52.0
2,1,Yelahanka,5,1876,1705,3.0,2.0,85.0
3,1,Tumkur Road,5,2006,1060,2.0,2.0,58.3
1,1,Chikka Tirupathi,8,433,2325,4.0,1.0,120.0
2,0,Kammagondahalli,5,1795,1347,2.0,2.0,55.0
2,0,Varthur,3,868,1402,2.0,2.0,95.0
2,0,Whitefield,5,492,2280,4.0,2.0,125.0
2,1,5th Phase JP Nagar,3,1899,1080,2.0,1.0,53.0
3,1,Begur Road,3,2049,1100,2.0,2.0,42.6
2,1,Sarjapur  Road,7,352,2500,4.0,3.0,225.0
2,0,Bannerghatta Road,3,2062,1200,2.0,2.0,78.0
2,1,Begur Road,5,2049,1565,2.0,2.0,57.91
2,0,Whitefield,7,492,2882,5.0,1.0,200.0
2,1,Krishna Reddy Layout,5,123,2180,3.0,3.0,273.0
2,1,Abbigere,3,2335,985,2.0,1.0,38.92
3,1,Sarjapur,3,2336,950,2.0,2.0,35.0
2,1,Ayappa Nagar,5,1133,1449,3.0,1.0,72.0
2,1,Hoskote,3,2532,929 - 1078,2.0,0.0,28.095
1,1,Sarjapur,6,54,3009,3.0,2.0,330.0
3,1,3rd Block Hrbr Layout,3,792,1300,2.0,3.0,95.0
2,1,Kanakpura Road,3,1262,1220,2.0,2.0,60.0
2,1,Sarjapur  Road,5,248,2289,3.0,2.0,178.0
2,0,Whitefield,3,1589,1170,2.0,1.0,56.0
2,1,Kambipura,3,2174,883,2.0,1.0,45.0
3,1,Thanisandra,5,398,1698,3.0,2.0,125.0
2,0,Electronic City Phase II,7,1034,2150 - 2225,4.0,0.0,105.0
2,1,Somasundara Palya,3,880,1185,2.0,2.0,75.0
2,0,Padmanabhanagar,5,120,2051,3.0,1.0,180.0
2,1,Electronic City Phase II,3,1583,1252,2.0,1.0,67.0
2,1,Rajaji Nagar,5,58,2500,3.0,3.0,340.0
3,1,Bhoganhalli,3,1824,970,2.0,1.0,52.5
2,0,Whitefield,5,729,1520 - 1759,3.0,0.0,92.63
2,0,Ramagondanahalli,5,1879,1635,3.0,1.0,57.0
3,1,Harlur,6,87,3425,3.0,1.0,320.0
3,0,Hennur Road,8,122,2950,4.0,3.0,253.0
2,0,Jalahalli,2,1502,1200,2.0,1.0,66.0
2,1,Hebbal,7,65,4450,6.0,0.0,449.0
2,1,Yeshwanthpur,3,1116,1166,2.0,1.0,64.08
2,1,Rajaji Nagar,5,58,2390,3.0,1.0,372.0
2,1,Gulimangala,5,1869,1690,3.0,3.0,50.0
2,0,Thanisandra,5,1180,1732,3.0,1.0,85.73
3,1,Sector 2 HSR Layout,3,988,1095,2.0,1.0,85.41
2,0,Kengeri,2,2560,416,1.0,1.0,17.19
3,1,Yelahanka,5,523,1350,2.0,3.0,85.0
2,1,Thanisandra,3,833,1226,2.0,1.0,65.0
2,1,Hegde Nagar,5,1284,1168,2.0,1.0,68.0
2,0,Bannerghatta,5,205,1776,3.0,2.0,124.0
3,1,Whitefield,5,1273,1634,3.0,2.0,68.0
2,1,Whitefield,3,1279,1190,2.0,1.0,70.0
2,0,JP Nagar,3,2441,1133,2.0,1.0,33.99
2,1,Suraksha Nagar,5,1481,1559,3.0,2.0,62.0
2,1,Sathya Sai Layout,7,18,6652,6.0,1.0,510.0
2,1,Kodichikkanahalli,3,2210,976,2.0,1.0,50.0
2,0,Binny Pete,7,269,2940,6.0,2.0,201.0
3,1,Yelahanka,5,728,1633,3.0,2.0,110.0
2,0,Ramagondanahalli,3,1879,1151,2.0,2.0,46.0
2,1,Kereguddadahalli,5,2381,1400,2.0,2.0,42.0
2,0,Uttarahalli,3,2001,1037,2.0,1.0,36.0
2,1,Thanisandra,3,2323,1188,2.0,1.0,36.0
2,1,Raja Rajeshwari Nagar 5th Stage,3,1853,1060,2.0,1.0,52.0
2,1,Thigalarapalya,5,277,2215,4.0,2.0,162.0
2,1,Hormavu,3,1598,1075,2.0,1.0,53.7
2,0,Harlur,7,682,2569,5.0,3.0,180.0
2,0,Kudlu Gate,3,745,1183,2.0,1.0,79.54
2,1,HSR Layout,3,2183,1100,2.0,2.0,44.0
2,1,Jakkur,3,810,1291,2.0,1.0,75.0
2,1,Electronic City,3,1763,1060,2.0,1.0,55.0
2,1,7th Phase JP Nagar,5,489,1575,2.0,2.0,110.0
2,1,Mahadevpura,3,1487,1236,2.0,1.0,58.0
2,1,Malleshwaram,5,90,2475,4.0,3.0,326.0
2,0,Thanisandra,3,892,1056,2.0,1.0,75.0
2,0,Kudlu Gate,5,745,1850,3.0,2.0,110.0
2,1,Amblipura,7,268,3150,4.0,3.0,180.0
2,0,Chandapura,5,2556,1185,2.0,2.0,30.22
2,1,Jigani,3,1440,918,2.0,2.0,56.0
3,1,Munnekollal,5,1195,1540,2.0,3.0,70.0
2,1,Lakshminarayana Pura,3,604,1200,2.0,2.0,80.0
3,0,Sarjapur,8,425,2580 - 2591,4.0,0.0,115.0
2,1,Hosur Road,3,373,1345,2.0,2.0,106.0
2,1,8th Phase JP Nagar,3,1164,1510,2.0,3.0,80.0
2,0,Yelahanka,2,1472,629 - 1026,1.0,0.0,42.535
2,0,Kanakpura Road,5,2062,1100,3.0,2.0,53.0
4,0,Hormavu,7,1422,2282,4.0,0.0,115.0
1,1,Sarjapur,6,635,2172,3.0,0.0,100.0
1,1,Kumaraswami Layout,8,1139,600,2.0,1.0,72.0
2,1,Uttarahalli,5,2209,1245,2.0,2.0,43.58
3,1,Sahakara Nagar,3,2090,1200,2.0,0.0,46.0
2,1,7th Phase JP Nagar,5,463,2100,3.0,2.0,200.0
2,1,Hebbal,5,65,3520,5.0,2.0,240.0
2,1,5th Phase JP Nagar,3,1612,1041,2.0,2.0,54.0
2,1,Sarjapur  Road,5,2088,1505,2.0,2.0,60.0
2,0,Bannerghatta,5,205,1776,3.0,2.0,150.0
2,1,Bellandur,5,742,1767,3.0,2.0,89.0
2,1,Rajiv Gandhi Nagar,3,870,1293,2.0,2.0,80.0
3,1,Bhuvaneshwari Nagar,3,1267,1280,2.0,2.0,68.48
2,0,Thanisandra,3,1180,1245,2.0,1.0,83.05
2,0,Kanakpura Road,5,2062,1100,3.0,2.0,58.0
2,0,Kannamangala,5,530,1814,3.0,1.0,129.0
2,1,Ramagondanahalli,5,356,1610,2.0,1.0,112.0
2,0,Kasavanhalli,5,959,1600,3.0,3.0,79.0
2,1,Kanakpura Road,5,1483,1452,3.0,3.0,60.98
2,1,Ittamadu,5,811,1475,3.0,3.0,75.0
2,1,Electronic City,3,633,1353,2.0,3.0,75.0
1,1,Whitefield,8,28,4800,4.0,3.0,550.0
3,1,Sahakara Nagar,3,881,1270,2.0,1.0,96.0
3,0,Thanisandra,7,336,2695,4.0,3.0,188.0
2,1,Hessarghatta,5,1641,1330,3.0,2.0,65.0
2,1,BTM 2nd Stage,3,753,1400,2.0,3.0,90.0
2,1,Kanakpura Road,5,957,1700,3.0,2.0,75.0
3,1,Kasavanhalli,3,840,1585,2.0,2.0,90.0
2,0,Electronic City,3,1177,1128,2.0,1.0,67.0
1,0,Whitefield,8,176,60,4.0,2.0,218.0
2,1,HSR Layout,3,1413,1203,2.0,2.0,60.0
2,1,Mallasandra,3,2195,905,2.0,1.0,35.0
2,0,Hennur Road,5,1018,1450,3.0,2.0,79.0
2,1,Varthur,3,2241,1105,2.0,3.0,38.0
2,1,Jalahalli,5,786,1530,2.0,3.0,89.0
2,1,Whitefield,3,2311,1105,2.0,1.0,35.4
2,0,Dasarahalli,3,886,1333,2.0,1.0,78.56
2,0,Old Madras Road,5,1235,1530,3.0,2.0,76.34
2,1,Whitefield,3,399,1270,2.0,1.0,94.0
2,1,Bellandur,5,742,1830,3.0,3.0,89.0
1,1,Attibele,8,147,2400,2.0,2.0,250.0
2,1,Bannerghatta Road,5,962,1450,2.0,2.0,78.0
2,1,Begur Road,3,2049,1200,2.0,2.0,44.4
2,1,Bommanahalli,3,864,1215 - 1495,2.0,0.0,73.17
3,0,Electronic City,3,1763,1070,2.0,1.0,57.0
2,1,CV Raman Nagar,5,498,1980,4.0,1.0,180.0
2,1,Bommasandra,3,2386,842,2.0,2.0,30.0
2,1,Bannerghatta Road,2,641,700,1.0,1.0,31.2
3,1,Dena Bank Colony,3,1060,1100,2.0,2.0,75.0
2,1,Raja Rajeshwari Nagar,3,2017,1196,2.0,2.0,40.54
2,1,Budigere,5,1179,1820,3.0,2.0,85.0
2,1,Thanisandra,3,2063,1185,2.0,2.0,43.5
2,1,Whitefield,3,499,1220,2.0,1.0,89.0
2,1,Whitefield,3,1818,1116,2.0,3.0,51.91
2,1,6th Phase JP Nagar,3,736,1192,2.0,3.0,75.0
2,1,Marathahalli,5,533,1449,3.0,2.0,110.0
1,1,Ardendale,6,143,2500,3.0,1.0,250.0
3,1,Electronic City,5,755,1700,3.0,2.0,90.0
2,0,Hebbal,5,483,1920,3.0,2.0,150.0
2,0,Hoodi,3,1022,1447,3.0,2.0,76.0
2,0,Kanakpura Road,3,574,1329,2.0,1.0,107.0
3,1,Sarjapur  Road,5,1178,1314,2.0,2.0,70.44
2,0,Hosa Road,5,564,1513,3.0,1.0,103.0
2,1,Vittasandra,3,1118,1246,2.0,1.0,67.5
2,1,Dasarahalli,3,1395,1220,2.0,2.0,62.0
2,1,Kasavanhalli,3,840,1245,2.0,2.0,80.0
2,1,Anantapuram,5,1431,1495,2.0,1.0,63.0
3,1,Gollarapalya Hosahalli,3,2007,996,2.0,2.0,36.5
3,1,Chikka Banaswadi,3,1069,1250,2.0,3.0,75.0
2,0,Chandapura,3,2556,975,2.0,1.0,24.86
2,1,Thanisandra,5,1632,1261,2.0,1.0,80.0
3,1,Electronics City Phase 1,3,2097,1080,2.0,2.0,46.0
2,1,Akshayanagara East,3,1945,1230,2.0,1.0,50.0
2,0,Bommasandra,5,2181,1260,3.0,1.0,49.36
2,1,HSR Layout,5,338,1590,2.0,2.0,135.0
2,1,Horamavu Agara,3,2291,1220,2.0,2.0,39.0
2,0,Electronic City Phase II,5,2453,1320,2.0,1.0,38.12
2,1,Green Glen Layout,5,581,1750,3.0,2.0,105.0
2,1,Whitefield,5,1508,1436,2.0,3.0,62.15
2,1,Varthur,5,1117,1560,3.0,2.0,90.0
2,1,Belatur,3,1594,1275,2.0,2.0,59.0
2,1,Bellandur,5,514,2400,3.0,2.0,115.0
1,0,Kaggalipura,8,244,3150,5.0,1.0,212.0
2,1,Karuna Nagar,5,243,1960,3.0,2.0,165.0
2,1,JP Nagar,7,95,3200,5.0,3.0,309.0
2,1,Yeshwanthpur,3,628,1195,2.0,2.0,100.0
2,1,Yelahanka,3,1760,1140 - 1250,2.0,0.0,53.105
1,0,Sathya Sai Layout,8,18,4304,4.0,2.0,699.0
2,1,Sarjapur  Road,5,423,2100,3.0,2.0,130.0
2,1,Kudlu,3,2199,1027,2.0,1.0,44.0
1,1,Whitefield,8,145,1575,4.0,3.0,250.0
2,0,Bommasandra,5,2181,1365,3.0,1.0,52.82
2,1,Yelahanka New Town,2,2410,650,1.0,1.0,18.0
3,1,7th Phase JP Nagar,5,1651,1075,2.0,1.0,57.0
2,1,Banashankari,3,1438,1100,2.0,1.0,63.0
2,1,Kammasandra,5,1090,1500,3.0,2.0,65.0
2,1,Vittasandra,3,1118,1246,2.0,1.0,67.5
2,0,Bhoganhalli,5,784,1718,3.0,2.0,90.2
2,1,Bisuvanahalli,5,2270,1075,2.0,1.0,32.0
2,1,Hosur Road,5,1226,1685,3.0,1.0,90.0
2,1,Guddadahalli,3,1391,1180,2.0,2.0,65.0
3,1,Ejipura,3,1570,1200,2.0,1.0,60.0
2,0,Kanakpura Road,3,2062,900,2.0,1.0,41.0
3,1,Chelekare,3,2160,1000,2.0,1.0,45.0
2,1,Vittasandra,3,1118,1404,2.0,1.0,70.0
2,1,Ramagondanahalli,5,356,1610,2.0,2.0,115.0
2,0,Varthur,3,868,1760,2.0,1.0,85.0
3,1,Kashi Nagar,3,2258,1190,2.0,2.0,42.0
2,1,Rajaji Nagar,5,58,2415,3.0,2.0,399.0
2,0,Gunjur,3,2059,1235,2.0,2.0,44.5
2,1,Nanjappa Garden,3,1742,1275,2.0,3.0,55.0
2,1,Harlur,3,682,1197,2.0,1.0,76.0
2,0,Begur Road,2,714,644,1.0,1.0,32.0
2,0,Neeladri Nagar,3,2513,1105,2.0,2.0,30.0
2,1,Hormavu,3,2128,1206,2.0,1.0,55.0
2,1,Choodasandra,5,985,1560,3.0,2.0,78.0
2,1,7th Phase JP Nagar,2,887,750,1.0,2.0,47.0
3,1,Billekahalli,3,752,1035,2.0,2.0,90.0
2,1,Sarjapur  Road,2,1182,702,1.0,0.0,35.8
3,1,Allalasandra,3,2567,560,2.0,1.0,22.0
2,1,Yelahanka New Town,5,1477,1426,2.0,2.0,61.5
2,1,Green Glen Layout,5,388,1885,3.0,2.0,135.0
2,0,Old Madras Road,3,2048,935,2.0,0.0,37.77
2,0,Old Madras Road,3,1235,1171,2.0,2.0,73.0
2,1,Budigere,5,1179,1820,3.0,2.0,95.0
2,1,Raja Rajeshwari Nagar,5,2017,1580,2.0,2.0,66.85
2,1,Whitefield,5,2311,1452,2.0,2.0,46.29
2,1,Hennur Road,5,1114,1445,2.0,1.0,89.56
2,1,Gollahalli,3,2328,1170,2.0,1.0,39.0
2,0,Kanakpura Road,5,2062,1100,3.0,2.0,53.0
3,1,Rachenahalli,5,271,2600,3.0,2.0,160.0
2,1,Shikaripalya,5,1961,1532,3.0,2.0,59.75
